,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2085,34318,2017,1,28,21,221.0,249.0,40.0,60.0,2900.0,15.0,-1.525,1012.0,-10.1,0.0,NW,1.2,Changping
2086,34319,2017,1,28,22,213.0,249.0,36.0,66.0,2800.0,9.0,-2.075,1013.0,-10.5,0.0,NW,1.5,Changping
2087,34320,2017,1,28,23,218.0,222.0,37.0,58.0,2700.0,13.0,-2.2,1013.0,-10.7,0.0,NW,1.7,Changping
2088,34321,2017,1,29,0,217.0,257.0,39.0,57.0,300.0,14.0,-1.625,1013.0,-10.8,0.0,NE,1.2,Changping
2089,34322,2017,1,29,1,123.0,127.0,31.0,30.0,200.0,24.0,0.82,1013.4,-13.1,0.0,NW,6.5,Changping
2090,34323,2017,1,29,2,9.0,27.0,9.0,6.0,300.0,27.0,1.275,1014.5,-17.1,0.0,NW,3.1,Changping
2091,34324,2017,1,29,3,3.0,34.0,3.0,7.0,300.0,34.0,0.2,1015.0,-17.6,0.0,NW,3.6,Changping
2092,34325,2017,1,29,4,4.0,44.0,3.0,6.0,200.0,39.0,-0.325,1015.75,-17.4,0.0,NW,3.5,Changping
2093,34326,2017,1,29,5,11.0,53.0,2.0,9.0,300.0,43.0,-0.675,1017.0,-20.4,0.0,NW,2.5,Changping
2094,34327,2017,1,29,6,12.0,92.0,2.0,10.0,400.0,58.0,-1.775,1018.5,-22.3,0.0,NW,4.1,Changping
2095,34328,2017,1,29,7,7.0,74.0,2.0,10.0,400.0,57.0,-3.35,1020.0,-22.0,0.0,NW,4.7,Changping
2096,34329,2017,1,29,8,14.0,86.0,4.0,12.0,500.0,52.0,-3.93333333333333,1021.0,-21.4,0.0,NW,5.2,Changping
2097,34330,2017,1,29,9,12.0,71.0,5.0,15.0,600.0,46.0,-4.36,1021.8,-21.3,0.0,NW,4.7,Changping
2098,34331,2017,1,29,10,11.0,58.0,5.0,14.0,600.0,47.0,-3.76666666666667,1022.0,-21.4,0.0,NW,5.3,Changping
2099,34332,2017,1,29,11,14.0,187.0,3.0,13.0,500.0,46.0,-3.2,1021.75,-21.6,0.0,NW,9.6,Changping
2100,34333,2017,1,29,12,12.0,58.0,4.0,12.0,500.0,47.0,-2.62,1021.6,-21.7,0.0,NW,6.2,Changping
2101,34334,2017,1,29,13,13.0,56.0,3.0,10.0,400.0,53.0,-1.425,1021.0,-21.7,0.0,NW,4.4,Changping
2102,34335,2017,1,29,14,10.0,42.0,3.0,10.0,400.0,55.0,-0.775,1021.0,-21.6,0.0,NW,4.5,Changping
2103,34336,2017,1,29,15,15.0,45.0,4.0,10.0,400.0,57.0,-0.45,1021.25,-21.3,0.0,NW,6.3,Changping
2104,34337,2017,1,29,16,16.0,34.0,5.0,11.0,500.0,58.0,-0.966666666666667,1022.0,-21.2,0.0,NW,3.0,Changping
2105,34338,2017,1,29,17,9.0,31.0,4.0,10.0,500.0,60.0,-0.975,1022.5,-21.2,0.0,NW,3.9,Changping
2106,34339,2017,1,29,18,8.0,30.0,3.0,9.0,400.0,62.0,-1.62,1023.6,-21.5,0.0,NW,3.1,Changping
2107,34340,2017,1,29,19,7.0,19.0,2.0,9.0,400.0,61.0,-2.5,1025.0,-22.3,0.0,NW,1.9,Changping
2108,34341,2017,1,29,20,14.0,20.0,3.0,9.0,400.0,63.0,-3.2,1026.0,-23.8,0.0,NW,3.4,Changping
2109,34342,2017,1,29,21,4.0,13.0,2.0,7.0,400.0,66.0,-3.675,1027.25,-24.2,0.0,NW,1.6,Changping
2110,34343,2017,1,29,22,13.0,22.0,4.0,10.0,600.0,62.0,-4.675,1028.0,-24.1,0.0,NW,2.2,Changping
2111,34344,2017,1,29,23,17.0,28.0,6.0,13.0,700.0,55.0,-5.7,1028.75,-23.3,0.0,NE,1.0,Changping
2112,34345,2017,1,30,0,17.0,21.0,7.0,9.0,800.0,59.0,-6.375,1029.75,-23.5,0.0,NW,2.2,Changping
2113,34346,2017,1,30,1,13.0,13.0,7.0,10.0,800.0,58.0,-6.98,1029.4,-24.0,0.0,NW,2.1,Changping
2114,34347,2017,1,30,2,11.0,13.0,6.0,10.0,800.0,59.0,-6.875,1029.75,-25.0,0.0,NW,2.4,Changping
2115,34348,2017,1,30,3,6.0,10.0,7.0,7.0,800.0,62.0,-6.775,1030.0,-24.7,0.0,NW,2.1,Changping
2116,34349,2017,1,30,4,8.0,9.0,7.0,7.0,800.0,62.0,-7.2,1030.0,-24.9,0.0,NW,1.2,Changping
2117,34350,2017,1,30,5,9.0,11.0,7.0,8.0,800.0,59.0,-7.86666666666667,1030.0,-24.8,0.0,NW,1.5,Changping
2118,34351,2017,1,30,6,9.0,9.0,7.0,8.0,800.0,59.0,-7.88,1030.0,-24.6,0.0,NE,2.0,Changping
2119,34352,2017,1,30,7,10.0,12.0,7.0,11.0,800.0,57.0,-8.25,1030.0,-24.4,0.0,NW,1.1,Changping
2120,34353,2017,1,30,8,12.0,19.0,7.0,17.0,800.0,52.0,-9.1,1030.4,-23.5,0.0,WNW,0.7,Changping
2121,34354,2017,1,30,9,11.0,16.0,6.0,14.0,900.0,55.0,-5.8,1031.2,-24.2,0.0,NW,2.4,Changping
2122,34355,2017,1,30,10,10.0,11.0,4.0,9.0,700.0,58.0,-3.4,1031.0,-23.8,0.0,SW,1.2,Changping
2123,34356,2017,1,30,11,12.0,12.0,5.0,9.0,600.0,58.0,-2.7,1030.2,-25.1,0.0,NNW,1.9,Changping
2124,34357,2017,1,30,12,6.0,6.0,4.0,9.0,500.0,59.0,-1.4,1028.5,-24.8,0.0,ENE,1.3,Changping
2125,34358,2017,1,30,13,6.0,6.0,4.0,10.0,500.0,60.0,0.1,1027.0,-24.3,0.0,NNE,1.5,Changping
2126,34359,2017,1,30,14,11.0,11.0,4.0,10.0,500.0,61.0,1.2,1025.5,-26.1,0.0,SSW,1.8,Changping
2127,34360,2017,1,30,15,13.0,13.0,4.0,13.0,500.0,60.0,0.9,1025.2,-26.4,0.0,S,2.5,Changping
2128,34361,2017,1,30,16,11.0,13.0,4.0,15.0,500.0,61.0,1.0,1024.7,-25.3,0.0,ESE,1.9,Changping
2129,34362,2017,1,30,17,15.0,17.0,5.0,23.0,500.0,58.0,0.1,1024.3,-28.0,0.0,SSE,2.9,Changping
2130,34363,2017,1,30,18,52.0,80.0,17.0,27.0,800.0,70.0,-0.8,1024.1,-27.7,0.0,SE,1.3,Changping
2131,34364,2017,1,30,19,70.0,81.0,20.0,32.0,100.0,62.0,-2.5,1024.0,-25.7,0.0,NNE,1.0,Changping
2132,34365,2017,1,30,20,79.0,79.0,27.0,49.0,1400.0,37.0,-3.4,1023.7,-24.4,0.0,ENE,0.7,Changping
2133,34366,2017,1,30,21,95.0,99.0,26.0,36.0,1100.0,38.0,-3.4,1023.3,-24.4,0.0,ENE,0.5,Changping
2134,34367,2017,1,30,22,69.0,80.0,29.0,46.0,1400.0,30.0,-3.5,1022.7,-24.5,0.0,N,1.4,Changping
2135,34368,2017,1,30,23,65.0,65.0,20.0,28.0,1400.0,42.0,-3.6,1022.8,-24.0,0.0,N,0.9,Changping
2136,34369,2017,1,31,0,55.0,55.0,15.0,21.0,1100.0,48.0,-3.0,1022.5,-24.7,0.0,ESE,1.1,Changping
2137,34370,2017,1,31,1,65.0,65.0,16.0,17.0,1400.0,37.0,-3.5,1022.3,-23.9,0.0,NW,1.0,Changping
2138,34371,2017,1,31,2,64.0,64.0,19.0,11.0,800.0,21.0,-3.5,1022.0,-23.9,0.0,NNW,0.8,Changping
2139,34372,2017,1,31,3,55.0,55.0,12.0,13.0,700.0,24.0,-3.6,1021.5,-23.4,0.0,NW,1.1,Changping
2140,34373,2017,1,31,4,44.0,46.0,8.0,16.0,400.0,70.0,-3.5,1020.8,-22.7,0.0,NNE,0.8,Changping
2141,34374,2017,1,31,5,48.0,48.0,16.0,39.0,800.0,16.0,-3.4,1020.1,-22.7,0.0,NW,0.7,Changping
2142,34375,2017,1,31,6,40.0,41.0,23.0,29.0,900.0,32.0,-3.6,1019.7,-23.4,0.0,NNW,0.6,Changping
2143,34376,2017,1,31,7,60.0,76.0,42.0,45.0,1400.0,20.0,-4.0,1019.8,-22.1,0.0,WSW,0.6,Changping
2144,34377,2017,1,31,8,79.0,95.0,40.0,61.0,2300.0,6.0,-4.5,1020.1,-20.7,0.0,SSW,0.6,Changping
2145,34378,2017,1,31,9,79.0,79.0,55.0,53.0,200.0,15.0,-2.8,1020.0,-22.1,0.0,NNW,1.1,Changping
2146,34379,2017,1,31,10,84.0,109.0,55.0,54.0,2100.0,19.0,-0.6,1019.7,-20.9,0.0,SW,1.7,Changping
2147,34380,2017,1,31,11,89.0,98.0,50.0,55.0,200.0,23.0,1.3,1019.5,-21.8,0.0,S,1.8,Changping
2148,34381,2017,1,31,12,74.0,75.0,42.0,47.0,1700.0,33.0,3.3,1018.4,-21.7,0.0,SW,1.5,Changping
2149,34382,2017,1,31,13,60.0,60.0,32.0,35.0,1200.0,46.0,4.8,1016.9,-22.3,0.0,SW,1.2,Changping
2150,34383,2017,1,31,14,44.0,44.0,21.0,30.0,900.0,53.0,6.4,1016.1,-25.6,0.0,WNW,4.1,Changping
2151,34384,2017,1,31,15,20.0,37.0,13.0,23.0,700.0,59.0,7.1,1015.8,-23.8,0.0,W,3.9,Changping
2152,34385,2017,1,31,16,27.0,48.0,15.0,25.0,700.0,58.0,6.7,1016.1,-22.9,0.0,WNW,4.2,Changping
2153,34386,2017,1,31,17,23.0,51.0,15.0,27.0,700.0,57.0,5.7,1017.2,-23.7,0.0,W,3.5,Changping
2154,34387,2017,1,31,18,23.0,43.0,12.0,26.0,700.0,55.0,3.8,1018.2,-24.1,0.0,NNE,1.9,Changping
2155,34388,2017,1,31,19,11.0,32.0,5.0,16.0,400.0,62.0,2.5,1019.4,-24.1,0.0,NNW,2.2,Changping
2156,34389,2017,1,31,20,14.0,34.0,8.0,17.0,500.0,59.0,0.6,1020.3,-23.1,0.0,W,0.5,Changping
2157,34390,2017,1,31,21,11.0,31.0,7.0,15.0,500.0,61.0,1.3,1021.3,-22.6,0.0,N,2.9,Changping
2158,34391,2017,1,31,22,7.0,30.0,6.0,12.0,300.0,61.0,0.6,1022.5,-21.7,0.0,NNE,2.1,Changping
2159,34392,2017,1,31,23,8.0,26.0,5.0,8.0,300.0,63.0,-0.7,1024.0,-21.5,0.0,NNE,1.1,Changping
2160,34393,2017,2,1,0,8.0,29.0,7.0,11.0,500.0,60.0,-1.2,1024.7,-21.4,0.0,NW,2.7,Changping
2161,34394,2017,2,1,1,19.0,35.0,11.0,13.0,600.0,52.0,-2.3,1025.4,-21.2,0.0,NNW,1.5,Changping
2162,34395,2017,2,1,2,12.0,31.0,11.0,13.0,700.0,51.0,-3.0,1026.1,-21.3,0.0,N,1.4,Changping
2163,34396,2017,2,1,3,12.0,28.0,11.0,11.0,700.0,51.0,-5.1,1026.8,-21.7,0.0,NNW,1.1,Changping
2164,34397,2017,2,1,4,11.0,25.0,12.0,12.0,800.0,50.0,-4.7,1027.3,-21.8,0.0,NNE,1.1,Changping
2165,34398,2017,2,1,5,11.0,25.0,13.0,12.0,800.0,52.0,-4.6,1028.1,-21.7,0.0,NE,1.0,Changping
2166,34399,2017,2,1,6,12.0,27.0,12.0,18.0,800.0,47.0,-5.0,1028.9,-22.0,0.0,N,1.9,Changping
2167,34400,2017,2,1,7,11.0,13.0,13.0,21.0,800.0,43.0,-5.7,1029.0,-21.8,0.0,N,2.2,Changping
2168,34401,2017,2,1,8,12.0,29.0,17.0,20.0,800.0,47.0,-4.6,1030.0,-22.6,0.0,NNW,1.1,Changping
2169,34402,2017,2,1,9,11.0,16.0,15.0,18.0,600.0,53.0,-1.2,1030.6,-23.2,0.0,NW,1.1,Changping
2170,34403,2017,2,1,10,11.0,17.0,9.0,13.0,500.0,56.0,0.5,1030.4,-24.0,0.0,ENE,1.4,Changping
2171,34404,2017,2,1,11,9.0,9.0,8.0,11.0,400.0,61.0,1.9,1030.1,-24.6,0.0,NE,1.8,Changping
2172,34405,2017,2,1,12,6.0,12.0,8.0,12.0,400.0,63.0,2.4,1029.3,-26.2,0.0,NNE,3.1,Changping
2173,34406,2017,2,1,13,14.0,18.0,8.0,11.0,700.0,52.0,3.7,1028.2,-26.4,0.0,WNW,1.4,Changping
2174,34407,2017,2,1,14,6.0,11.0,2.0,2.0,100.0,63.0,5.0,1027.1,-26.7,0.0,SW,1.6,Changping
2175,34408,2017,2,1,15,13.0,14.0,3.0,2.0,900.0,3.0,5.4,1026.7,-26.4,0.0,SSW,1.8,Changping
2176,34409,2017,2,1,16,6.0,14.0,7.0,15.0,400.0,62.0,5.1,1026.5,-24.1,0.0,SSW,2.5,Changping
2177,34410,2017,2,1,17,13.0,23.0,8.0,26.0,600.0,55.0,3.2,1026.3,-22.7,0.0,S,2.5,Changping
2178,34411,2017,2,1,18,25.0,42.0,13.0,39.0,700.0,47.0,1.6,1026.5,-21.6,0.0,SSE,1.6,Changping
2179,34412,2017,2,1,19,59.0,91.0,31.0,45.0,1200.0,44.0,0.3,1026.5,-20.1,0.0,S,1.2,Changping
2180,34413,2017,2,1,20,83.0,124.0,40.0,54.0,1400.0,32.0,-2.1,1026.2,-20.0,0.0,ENE,1.2,Changping
2181,34414,2017,2,1,21,91.0,97.0,39.0,42.0,1200.0,28.0,-3.0,1026.0,-21.8,0.0,SE,0.7,Changping
2182,34415,2017,2,1,22,60.0,63.0,25.0,32.0,1100.0,35.0,-4.1,1026.0,-21.7,0.0,NNW,0.7,Changping
2183,34416,2017,2,1,23,42.0,47.0,25.0,46.0,1300.0,23.0,-5.4,1025.7,-21.5,0.0,NNW,1.1,Changping
2184,34417,2017,2,2,0,41.0,46.0,19.0,30.0,1200.0,35.0,-5.4,1025.6,-21.9,0.0,NNW,1.8,Changping
2185,34418,2017,2,2,1,41.0,41.0,16.0,18.0,1200.0,33.0,-5.8,1025.3,-21.9,0.0,N,1.4,Changping
2186,34419,2017,2,2,2,39.0,39.0,29.0,17.0,900.0,16.0,-6.6,1025.0,-21.3,0.0,N,1.9,Changping
2187,34420,2017,2,2,3,36.0,37.0,9.0,7.0,700.0,26.0,-7.7,1024.6,-21.2,0.0,NNW,1.2,Changping
2188,34421,2017,2,2,4,41.0,47.0,2.0,12.0,500.0,63.0,-8.1,1024.3,-20.9,0.0,N,1.4,Changping
2189,34422,2017,2,2,5,52.0,61.0,12.0,60.0,2200.0,2.0,-8.7,1024.0,-20.8,0.0,NW,1.6,Changping
2190,34423,2017,2,2,6,103.0,103.0,34.0,68.0,3900.0,4.0,-9.0,1023.5,-20.8,0.0,ENE,0.5,Changping
2191,34424,2017,2,2,7,74.0,98.0,32.0,67.0,2400.0,4.0,-9.0,1023.3,-20.2,0.0,NNW,1.6,Changping
2192,34425,2017,2,2,8,119.0,117.0,61.0,75.0,3700.0,4.0,-8.3,1023.6,-19.2,0.0,SSE,0.7,Changping
2193,34426,2017,2,2,9,84.0,95.0,39.0,57.0,3100.0,6.0,-4.6,1023.7,-18.8,0.0,ESE,1.3,Changping
2194,34427,2017,2,2,10,85.0,90.0,37.0,56.0,2600.0,9.0,-1.4,1023.3,-18.5,0.0,SSW,1.2,Changping
2195,34428,2017,2,2,11,98.0,108.0,49.0,61.0,2500.0,16.0,0.1,1022.7,-20.3,0.0,WSW,1.2,Changping
2196,34429,2017,2,2,12,95.0,95.0,46.0,60.0,2200.0,23.0,2.8,1021.5,-20.6,0.0,S,1.4,Changping
2197,34430,2017,2,2,13,61.0,61.0,29.0,42.0,1300.0,41.0,4.5,1019.8,-21.6,0.0,S,1.6,Changping
2198,34431,2017,2,2,14,61.0,61.0,27.0,45.0,1300.0,47.0,5.5,1018.5,-20.8,0.0,SSW,1.6,Changping
2199,34432,2017,2,2,15,64.0,64.0,31.0,46.0,1300.0,50.0,5.9,1018.0,-20.5,0.0,SSW,2.0,Changping
2200,34433,2017,2,2,16,61.0,63.0,27.0,44.0,1200.0,51.0,5.8,1017.5,-21.5,0.0,ESE,1.1,Changping
2201,34434,2017,2,2,17,58.0,61.0,26.0,49.0,1100.0,49.0,4.6,1017.4,-20.7,0.0,ESE,1.2,Changping
2202,34435,2017,2,2,18,59.0,68.0,30.0,65.0,1300.0,36.0,2.7,1017.5,-19.3,0.0,SSW,0.7,Changping
2203,34436,2017,2,2,19,73.0,91.0,34.0,94.0,1600.0,10.0,0.3,1017.9,-19.5,0.0,NNE,1.0,Changping
2204,34437,2017,2,2,20,93.0,93.0,41.0,89.0,2100.0,8.0,0.4,1017.7,-18.9,0.0,ESE,0.5,Changping
2205,34438,2017,2,2,21,80.0,80.0,33.0,61.0,1800.0,23.0,-0.5,1017.6,-19.1,0.0,NE,0.6,Changping
2206,34439,2017,2,2,22,75.0,75.0,30.0,51.0,1700.0,27.0,-1.4,1017.3,-18.9,0.0,NNW,0.6,Changping
2207,34440,2017,2,2,23,78.0,78.0,29.0,48.0,1700.0,26.0,-1.9,1017.1,-18.9,0.0,NNW,1.4,Changping
2208,34441,2017,2,3,0,78.0,78.0,26.0,45.0,1800.0,27.0,-2.5,1016.6,-18.6,0.0,N,1.0,Changping
2209,34442,2017,2,3,1,77.0,77.0,31.0,59.0,1800.0,16.0,-3.0,1016.6,-18.6,0.0,NNW,1.6,Changping
2210,34443,2017,2,3,2,78.0,81.0,23.0,57.0,1800.0,14.0,-4.0,1016.8,-18.3,0.0,N,0.9,Changping
2211,34444,2017,2,3,3,69.0,69.0,26.0,46.0,1900.0,23.0,-4.1,1016.4,-18.4,0.0,NNW,1.4,Changping
2212,34445,2017,2,3,4,73.0,73.0,33.0,65.0,2200.0,11.0,-4.3,1016.2,-18.6,0.0,NNW,1.3,Changping
2213,34446,2017,2,3,5,72.0,72.0,26.0,53.0,1700.0,17.0,-4.5,1015.8,-18.4,0.0,NNW,1.6,Changping
2214,34447,2017,2,3,6,67.0,69.0,26.0,48.0,1700.0,20.0,-5.1,1015.8,-17.9,0.0,NW,1.0,Changping
2215,34448,2017,2,3,7,74.0,79.0,30.0,76.0,1800.0,3.0,-5.5,1016.1,-17.9,0.0,NE,0.2,Changping
2216,34449,2017,2,3,8,79.0,84.0,18.0,66.0,2100.0,3.0,-5.3,1016.4,-17.7,0.0,NNW,1.4,Changping
2217,34450,2017,2,3,9,87.0,94.0,29.0,71.0,2400.0,3.0,-3.5,1016.4,-16.8,0.0,NNW,1.2,Changping
2218,34451,2017,2,3,10,142.0,224.0,63.0,89.0,4400.0,4.0,0.1,1016.0,-16.7,0.0,SSW,0.7,Changping
2219,34452,2017,2,3,11,166.0,179.0,66.0,102.0,4300.0,4.0,2.1,1015.4,-16.9,0.0,W,0.8,Changping
2220,34453,2017,2,3,12,143.0,143.0,50.0,93.0,300.0,9.0,4.1,1014.2,-16.9,0.0,S,1.7,Changping
2221,34454,2017,2,3,13,127.0,127.0,47.0,83.0,2400.0,22.0,5.4,1012.9,-16.4,0.0,SSE,1.5,Changping
2222,34455,2017,2,3,14,129.0,129.0,57.0,76.0,2200.0,33.0,5.5,1011.8,-17.0,0.0,SE,1.6,Changping
2223,34456,2017,2,3,15,105.0,105.0,41.0,59.0,1600.0,45.0,6.0,1011.4,-17.3,0.0,SE,1.6,Changping
2224,34457,2017,2,3,16,106.0,106.0,45.0,61.0,1700.0,48.0,5.8,1010.9,-17.4,0.0,ESE,1.6,Changping
2225,34458,2017,2,3,17,117.0,117.0,49.0,66.0,1700.0,46.0,5.3,1011.3,-17.2,0.0,ESE,1.5,Changping
2226,34459,2017,2,3,18,111.0,118.0,42.0,74.0,1700.0,36.0,4.4,1011.8,-16.7,0.0,E,1.2,Changping
2227,34460,2017,2,3,19,130.0,141.0,43.0,84.0,200.0,24.0,2.9,1012.1,-16.2,0.0,NE,0.8,Changping
2228,34461,2017,2,3,20,142.0,142.0,55.0,105.0,2400.0,9.0,0.3,1011.6,-16.6,0.0,NE,0.7,Changping
2229,34462,2017,2,3,21,131.0,133.0,42.0,82.0,2200.0,17.0,-0.7,1011.7,-15.8,0.0,ENE,0.6,Changping
2230,34463,2017,2,3,22,165.0,167.0,45.0,91.0,2700.0,12.0,0.1,1011.6,-15.5,0.0,NNW,1.2,Changping
2231,34464,2017,2,3,23,178.0,178.0,46.0,79.0,2600.0,21.0,1.3,1011.5,-14.4,0.0,NNW,0.8,Changping
2232,34465,2017,2,4,0,183.0,195.0,59.0,94.0,3200.0,11.0,0.3,1011.7,-14.9,0.0,W,1.2,Changping
2233,34466,2017,2,4,1,196.0,196.0,62.0,88.0,3500.0,2.0,0.5,1011.3,-13.9,0.0,SE,0.6,Changping
2234,34467,2017,2,4,2,197.0,197.0,46.0,55.0,2600.0,2.0,0.9,1011.1,-13.2,0.0,NNW,1.1,Changping
2235,34468,2017,2,4,3,216.0,216.0,25.0,57.0,3100.0,2.0,0.4,1010.7,-13.3,0.0,NNW,1.1,Changping
2236,34469,2017,2,4,4,200.0,200.0,19.0,47.0,1300.0,48.0,0.7,1010.0,-13.4,0.0,NNW,1.1,Changping
2237,34470,2017,2,4,5,203.0,203.0,35.0,110.0,2600.0,2.0,-0.7,1009.9,-13.0,0.0,NNW,0.9,Changping
2238,34471,2017,2,4,6,209.0,209.0,39.0,106.0,3900.0,4.0,-2.1,1009.8,-13.0,0.0,N,0.8,Changping
2239,34472,2017,2,4,7,207.0,207.0,34.0,91.0,3500.0,5.0,-2.3,1010.0,-12.4,0.0,SW,0.5,Changping
2240,34473,2017,2,4,8,237.0,242.0,44.0,93.0,4100.0,6.0,-2.2,1010.5,-12.3,0.0,NNW,1.7,Changping
2241,34474,2017,2,4,9,240.0,246.0,52.0,80.0,3400.0,10.0,-1.4,1010.6,-11.8,0.0,NNW,1.3,Changping
2242,34475,2017,2,4,10,255.0,255.0,66.0,99.0,400.0,6.0,2.2,1010.3,-11.4,0.0,SW,1.0,Changping
2243,34476,2017,2,4,11,290.0,297.0,77.0,118.0,4600.0,8.0,4.3,1009.8,-10.6,0.0,S,1.0,Changping
2244,34477,2017,2,4,12,296.0,296.0,72.0,123.0,4200.0,14.0,6.5,1008.7,-10.3,0.0,S,1.2,Changping
2245,34478,2017,2,4,13,266.0,266.0,68.0,108.0,3600.0,33.0,8.2,1007.5,-9.7,0.0,SSW,1.9,Changping
2246,34479,2017,2,4,14,228.0,228.0,58.0,97.0,300.0,43.0,9.9,1006.3,-9.8,0.0,SSE,1.7,Changping
2247,34480,2017,2,4,15,136.0,136.0,35.0,62.0,1800.0,62.0,10.7,1005.9,-8.6,0.0,WNW,5.4,Changping
2248,34481,2017,2,4,16,35.0,35.0,11.0,36.0,800.0,66.0,10.6,1005.9,-8.7,0.0,WNW,3.8,Changping
2249,34482,2017,2,4,17,30.0,39.0,14.0,40.0,800.0,56.0,9.3,1006.9,-8.3,0.0,WNW,4.7,Changping
2250,34483,2017,2,4,18,23.0,25.0,14.0,43.0,800.0,49.0,7.3,1008.1,-8.7,0.0,NW,2.3,Changping
2251,34484,2017,2,4,19,15.0,15.0,8.0,23.0,600.0,67.0,7.0,1008.9,-10.3,0.0,NNW,2.5,Changping
2252,34485,2017,2,4,20,15.0,15.0,6.0,22.0,500.0,69.0,6.5,1009.9,-13.2,0.0,NNW,2.7,Changping
2253,34486,2017,2,4,21,8.0,11.0,5.0,15.0,500.0,75.0,6.0,1010.5,-12.1,0.0,NNW,3.0,Changping
2254,34487,2017,2,4,22,10.0,10.0,5.0,13.0,500.0,74.0,5.1,1010.8,-11.1,0.0,NW,1.5,Changping
2255,34488,2017,2,4,23,21.0,21.0,10.0,26.0,900.0,59.0,2.9,1010.9,-10.7,0.0,N,1.2,Changping
2256,34489,2017,2,5,0,22.0,22.0,11.0,37.0,800.0,44.0,0.1,1011.0,-11.0,0.0,NNW,1.6,Changping
2257,34490,2017,2,5,1,19.0,19.0,11.0,20.0,600.0,61.0,2.6,1011.0,-10.0,0.0,NNE,1.9,Changping
2258,34491,2017,2,5,2,20.0,23.0,11.0,22.0,600.0,55.0,0.5,1011.4,-10.4,0.0,N,1.3,Changping
2259,34492,2017,2,5,3,21.0,25.0,11.0,28.0,900.0,47.0,1.1,1012.0,-10.4,0.0,NNW,1.6,Changping
2260,34493,2017,2,5,4,22.0,28.0,13.0,25.0,800.0,48.0,0.7,1012.3,-10.5,0.0,NNW,2.1,Changping
2261,34494,2017,2,5,5,22.0,22.0,15.0,28.0,900.0,41.0,0.5,1012.7,-12.2,0.0,NNE,1.6,Changping
2262,34495,2017,2,5,6,17.0,22.0,13.0,24.0,700.0,46.0,1.2,1012.5,-13.7,0.0,N,2.9,Changping
2263,34496,2017,2,5,7,14.0,20.0,11.0,24.0,700.0,49.0,1.2,1013.4,-15.8,0.0,NW,4.6,Changping
2264,34497,2017,2,5,8,13.0,21.0,12.0,23.0,700.0,49.0,1.1,1013.9,-15.9,0.0,NW,4.1,Changping
2265,34498,2017,2,5,9,16.0,17.0,14.0,25.0,700.0,48.0,3.0,1014.5,-16.2,0.0,NW,5.1,Changping
2266,34499,2017,2,5,10,9.0,26.0,9.0,21.0,500.0,53.0,4.3,1014.1,-16.7,0.0,WNW,6.7,Changping
2267,34500,2017,2,5,11,12.0,19.0,8.0,20.0,500.0,59.0,6.0,1014.2,-17.3,0.0,WNW,4.1,Changping
2268,34501,2017,2,5,12,9.0,20.0,6.0,17.0,400.0,66.0,7.4,1013.4,-17.6,0.0,NW,2.7,Changping
2269,34502,2017,2,5,13,11.0,13.0,6.0,14.0,400.0,71.0,7.8,1012.2,-17.3,0.0,WNW,4.0,Changping
2270,34503,2017,2,5,14,10.0,30.0,6.0,16.0,400.0,73.0,8.4,1011.5,-17.6,0.0,WNW,3.8,Changping
2271,34504,2017,2,5,15,16.0,32.0,7.0,19.0,400.0,73.0,8.8,1011.5,-16.5,0.0,NNW,3.4,Changping
2272,34505,2017,2,5,16,21.0,23.0,7.0,18.0,400.0,75.0,8.2,1011.5,-17.0,0.0,N,2.4,Changping
2273,34506,2017,2,5,17,8.0,17.0,4.0,16.0,300.0,73.0,7.8,1012.4,-18.1,0.0,NNW,3.2,Changping
2274,34507,2017,2,5,18,7.0,18.0,5.0,18.0,400.0,74.0,6.3,1013.8,-17.7,0.0,N,1.8,Changping
2275,34508,2017,2,5,19,7.0,18.0,5.0,15.0,400.0,76.0,5.3,1014.8,-17.2,0.0,N,1.2,Changping
2276,34509,2017,2,5,20,7.0,17.0,6.0,18.0,400.0,70.0,4.0,1015.9,-16.4,0.0,N,1.5,Changping
2277,34510,2017,2,5,21,5.0,15.0,5.0,14.0,400.0,72.0,3.7,1016.4,-15.6,0.0,NNE,1.3,Changping
2278,34511,2017,2,5,22,9.0,15.0,6.0,19.0,400.0,65.0,2.9,1017.3,-15.7,0.0,N,1.6,Changping
2279,34512,2017,2,5,23,4.0,11.0,5.0,13.0,500.0,67.0,2.56666666666667,1018.0,-15.4,0.0,NW,1.0,Changping
2280,34513,2017,2,6,0,3.0,14.0,5.0,10.0,400.0,71.0,2.56,1018.0,-15.7,0.0,NW,1.3,Changping
2281,34514,2017,2,6,1,3.0,12.0,4.0,7.0,800.0,58.0,2.25,1018.5,-15.8,0.0,NE,1.8,Changping
2282,34515,2017,2,6,2,4.0,9.0,10.0,2.0,200.0,40.0,1.95,1019.0,-15.9,0.0,NE,3.2,Changping
2283,34516,2017,2,6,3,3.0,10.0,4.0,3.0,200.0,46.0,1.375,1020.5,-16.2,0.0,NE,2.3,Changping
2284,34517,2017,2,6,4,7.0,15.0,4.0,4.0,200.0,76.0,0.05,1020.75,-15.9,0.0,SW,1.8,Changping
2285,34518,2017,2,6,5,12.0,27.0,8.0,51.0,700.0,76.0,-2.45,1021.75,-14.8,0.0,NW,1.3,Changping
